code,name,category
TM.TAX.TCOM.BC.ZS,"Binding coverage, primary products (%)",Private Sector
TM.TAX.MRCH.BR.ZS,"Bound rate, simple mean, all products (%)",Private Sector
TM.TAX.MANF.BR.ZS,"Bound rate, simple mean, manufactured products (%)",Private Sector
TM.TAX.TCOM.BR.ZS,"Bound rate, simple mean, primary products (%)",Private Sector
IC.FRM.BRIB.ZS,Bribery incidence (% of firms experiencing at least one bribe payment request),Private Sector
IC.BUS.DISC.XQ,Business extent of disclosure index (0=less disclosure to 10=more disclosure),Private Sector
TX.VAL.SERV.CD.WT,Commercial service exports (current US$),Private Sector
TM.VAL.SERV.CD.WT,Commercial service imports (current US$),Private Sector
TX.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service exports)",Private Sector
TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)",Private Sector
IC.REG.COST.PC.ZS,Cost of business start-up procedures (% of GNI per capita),Private Sector
IC.REG.COST.PC.FE.ZS,"Cost of business start-up procedures, female (% of GNI per capita)",Private Sector
IC.REG.COST.PC.MA.ZS,"Cost of business start-up procedures, male (% of GNI per capita)",Private Sector
IC.EXP.CSBC.CD,"Cost to export, border compliance (US$)",Private Sector
IC.EXP.CSDC.CD,"Cost to export, documentary compliance (US$)",Private Sector
IC.IMP.CSBC.CD,"Cost to import, border compliance (US$)",Private Sector
IC.IMP.CSDC.CD,"Cost to import, documentary compliance (US$)",Private Sector
IC.CRD.INFO.XQ,Depth of credit information index (0=low to 8=high),Private Sector
FS.AST.PRVT.GD.ZS,Domestic credit to private sector (% of GDP),Private Sector
IC.BUS.EASE.XQ,Ease of doing business rank (1=most business-friendly regulations),Private Sector
IC.BUS.DFRN.XQ,Ease of doing business score (0 = lowest performance to 100 = best performance),Private Sector
TX.UVI.MRCH.XD.WD,Export unit value index (2015 = 100),Private Sector
TX.VAL.MRCH.XD.WD,Export value index (2015 = 100),Private Sector
TX.QTY.MRCH.XD.WD,Export volume index (2015 = 100),Private Sector
IC.FRM.CMPU.ZS,Firms competing against unregistered firms (% of firms),Private Sector
IC.TAX.GIFT.ZS,Firms expected to give gifts in meetings with tax officials (% of firms),Private Sector
IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),Private Sector
IC.FRM.THEV.ZS,Firms experiencing losses due to theft and vandalism (% of firms),Private Sector
IC.FRM.FREG.ZS,Firms formally registered when operations started (% of firms),Private Sector
IC.FRM.TRNG.ZS,Firms offering formal training (% of firms),Private Sector
IC.FRM.INFM.ZS,Firms that do not report all sales for tax purposes (% of firms),Private Sector
IC.FRM.RSDV.ZS,Firms that spend on R&D (% of firms),Private Sector
IC.FRM.BNKS.ZS,Firms using banks to finance investment (% of firms),Private Sector
IC.FRM.BKWC.ZS,Firms using banks to finance working capital (% of firms),Private Sector
IC.FRM.METG.ZS,Firms visited or required meetings with tax officials (% of firms),Private Sector
IC.FRM.FEMO.ZS,Firms with female participation in ownership (% of firms),Private Sector
IC.FRM.FEMM.ZS,Firms with female top manager (% of firms),Private Sector
TX.VAL.FOOD.ZS.UN,Food exports (% of merchandise exports),Private Sector
TM.VAL.FOOD.ZS.UN,Food imports (% of merchandise imports),Private Sector
TX.VAL.FUEL.ZS.UN,Fuel exports (% of merchandise exports),Private Sector
TM.VAL.FUEL.ZS.UN,Fuel imports (% of merchandise imports),Private Sector
TX.VAL.TECH.MF.ZS,High-technology exports (% of manufactured exports),Private Sector
TX.VAL.TECH.CD,High-technology exports (current US$),Private Sector
TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports),Private Sector
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports),Private Sector
TM.UVI.MRCH.XD.WD,Import unit value index (2015 = 100),Private Sector
TM.VAL.MRCH.XD.WD,Import value index (2015 = 100),Private Sector
TM.QTY.MRCH.XD.WD,Import volume index (2015 = 100),Private Sector
IC.FRM.CORR.ZS,Informal payments to public officials (% of firms),Private Sector
TX.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service exports),Private Sector
TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports),Private Sector
BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",Private Sector
BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",Private Sector
ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",Private Sector
ST.INT.XPND.CD,"International tourism, expenditures (current US$)",Private Sector
ST.INT.TRNX.CD,"International tourism, expenditures for passenger transport items (current US$)",Private Sector
ST.INT.TVLX.CD,"International tourism, expenditures for travel items (current US$)",Private Sector
ST.INT.ARVL,"International tourism, number of arrivals",Private Sector
ST.INT.DPRT,"International tourism, number of departures",Private Sector
ST.INT.RCPT.XP.ZS,"International tourism, receipts (% of total exports)",Private Sector
ST.INT.RCPT.CD,"International tourism, receipts (current US$)",Private Sector
ST.INT.TRNR.CD,"International tourism, receipts for passenger transport items (current US$)",Private Sector
ST.INT.TVLR.CD,"International tourism, receipts for travel items (current US$)",Private Sector
IE.PPI.ENGY.CD,Investment in energy with private participation (current US$),Private Sector
IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),Private Sector
IE.PPI.WATR.CD,Investment in water and sanitation with private participation (current US$),Private Sector
IC.TAX.LABR.CP.ZS,Labor tax and contributions (% of commercial profits),Private Sector
LP.EXP.DURS.MD,"Lead time to export, median case (days)",Private Sector
LP.IMP.DURS.MD,"Lead time to import, median case (days)",Private Sector
LP.LPI.TRAC.XQ,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),Private Sector
LP.LPI.LOGS.XQ,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),Private Sector
LP.LPI.ITRN.XQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Private Sector
LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Private Sector
LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Private Sector
LP.LPI.OVRL.XQ,Logistics performance index: Overall (1=low to 5=high),Private Sector
LP.LPI.INFR.XQ,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),Private Sector
IC.FRM.CRIM.ZS,Losses due to theft and vandalism (% of annual sales for affected firms),Private Sector
TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),Private Sector
TM.VAL.MANF.ZS.UN,Manufactures imports (% of merchandise imports),Private Sector
TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),Private Sector
TX.VAL.MRCH.CD.WT,Merchandise exports (current US$),Private Sector
TX.VAL.MRCH.WL.CD,Merchandise exports by the reporting economy (current US$),Private Sector
TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",Private Sector
TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports),Private Sector
TX.VAL.MRCH.HI.ZS,Merchandise exports to high-income economies (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R4.ZS,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Private Sector
TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Private Sector
TX.VAL.MRCH.OR.ZS,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Private Sector
TX.VAL.MRCH.WR.ZS,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Private Sector
TM.VAL.MRCH.CD.WT,Merchandise imports (current US$),Private Sector
TM.VAL.MRCH.WL.CD,Merchandise imports by the reporting economy (current US$),Private Sector
TM.VAL.MRCH.RS.ZS,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",Private Sector
TM.VAL.MRCH.AL.ZS,Merchandise imports from economies in the Arab World (% of total merchandise imports),Private Sector
TM.VAL.MRCH.HI.ZS,Merchandise imports from high-income economies (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R2.ZS,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R3.ZS,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R4.ZS,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R5.ZS,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Private Sector
TM.VAL.MRCH.R6.ZS,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Private Sector
TM.VAL.MRCH.OR.ZS,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Private Sector
TM.VAL.MRCH.WR.ZS,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Private Sector
TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),Private Sector
TT.PRI.MRCH.XD.WD,Net barter terms of trade index (2015 = 100),Private Sector
IC.BUS.NDNS.ZS,"New business density (new registrations per 1,000 people ages 15-64)",Private Sector
IC.BUS.NREG,New businesses registered (number),Private Sector
IC.TAX.METG,Number of visits or required meetings with tax officials (average for affected firms),Private Sector
TX.VAL.MMTL.ZS.UN,Ores and metals exports (% of merchandise exports),Private Sector
TM.VAL.MMTL.ZS.UN,Ores and metals imports (% of merchandise imports),Private Sector
IC.TAX.OTHR.CP.ZS,Other taxes payable by businesses (% of commercial profits),Private Sector
IC.ELC.OUTG,Power outages in firms in a typical month (number),Private Sector
IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults),Private Sector
IC.WRH.PROC,Procedures to build a warehouse (number),Private Sector
IC.PRP.PROC,Procedures to register property (number),Private Sector
IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits),Private Sector
IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults),Private Sector
TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)",Private Sector
TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)",Private Sector
TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)",Private Sector
TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)",Private Sector
TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)",Private Sector
TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)",Private Sector
IC.REG.PROC,Start-up procedures to register a business (number),Private Sector
IC.REG.PROC.FE,"Start-up procedures to register a business, female (number)",Private Sector
IC.REG.PROC.MA,"Start-up procedures to register a business, male (number)",Private Sector
IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),Private Sector
TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",Private Sector
TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",Private Sector
TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)",Private Sector
TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)",Private Sector
TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)",Private Sector
TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)",Private Sector
TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)",Private Sector
TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)",Private Sector
TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)",Private Sector
TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)",Private Sector
TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",Private Sector
TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)",Private Sector
IC.TAX.PAYM,Tax payments (number),Private Sector
IC.WRH.DURS,Time required to build a warehouse (days),Private Sector
IC.LGL.DURS,Time required to enforce a contract (days),Private Sector
IC.ELC.TIME,Time required to get electricity (days),Private Sector
IC.FRM.DURS,Time required to obtain an operating license (days),Private Sector
IC.PRP.DURS,Time required to register property (days),Private Sector
IC.REG.DURS,Time required to start a business (days),Private Sector
IC.REG.DURS.FE,"Time required to start a business, female (days)",Private Sector
IC.REG.DURS.MA,"Time required to start a business, male (days)",Private Sector
IC.GOV.DURS.ZS,Time spent dealing with the requirements of government regulations (% of senior management time),Private Sector
IC.EXP.TMBC,"Time to export, border compliance (hours)",Private Sector
IC.EXP.TMDC,"Time to export, documentary compliance (hours)",Private Sector
IC.IMP.TMBC,"Time to import, border compliance (hours)",Private Sector
IC.IMP.TMDC,"Time to import, documentary compliance (hours)",Private Sector
IC.ELC.DURS,Time to obtain an electrical connection (days),Private Sector
IC.TAX.DURS,Time to prepare and pay taxes (hours),Private Sector
IC.ISV.DURS,Time to resolve insolvency (years),Private Sector
IC.TAX.TOTL.CP.ZS,Total tax and contribution rate (% of profit),Private Sector
BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),Private Sector
TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports),Private Sector
